bibkey,arxiv,sim,EOS,nus,MA,MB,M,q,CA,CB,MbA,MbB,LamA,LamB,tLam,Mej1e-2,Vej,Yeej,disc_data,Mdisk1e-2
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,DD2,none,1.2,1.2,2.4,1.0,0.1347788080478281,0.1347788080478281,1.3053174013104192,1.3053174013104192,1630.6572700919944,1630.6572700919944,1630.6572700919944,0.309,0.17,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,ENG,none,1.35,1.35,2.7,1.0,0.17065601091020066,0.17065601091020066,1.4946218742656596,1.4946218742656596,479.673247596704,479.673247596704,479.673247596704,0.529,0.29,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,ENG,none,1.35,1.35,2.7,1.0,0.17065601091020066,0.17065601091020066,1.4946218742656596,1.4946218742656596,479.673247596704,479.673247596704,479.673247596704,0.632,0.26,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,H3,none,1.35,1.35,2.7,1.0,0.15192722562489655,0.15192722562489655,1.4710898190696906,1.4710898190696906,856.3768483198141,856.3768483198141,856.3768483198143,0.14300000000000002,0.27,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,H4,none,1.35,1.35,2.7,1.0,0.1471765832448763,0.1471765832448763,1.468743177716992,1.468743177716992,1112.330505919817,1112.330505919817,1112.330505919817,0.128,0.27,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,H4,none,1.35,1.35,2.7,1.0,0.1471765832448763,0.1471765832448763,1.468743177716992,1.468743177716992,1112.330505919817,1112.330505919817,1112.330505919817,0.193,0.27,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,MPA1,none,1.35,1.35,2.7,1.0,0.16485909698150444,0.16485909698150444,1.489517944108494,1.489517944108494,610.7469904182371,610.7469904182371,610.7469904182371,0.364,0.3,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,MPA1,none,1.35,1.35,2.7,1.0,0.16485909698150444,0.16485909698150444,1.489517944108494,1.489517944108494,610.7469904182371,610.7469904182371,610.7469904182371,0.44799999999999995,0.29,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,MS1,none,1.35,1.35,2.7,1.0,0.13852521900269543,0.13852521900269543,1.463005403908356,1.463005403908356,1748.2123486522903,1748.2123486522903,1748.2123486522903,0.11699999999999999,0.27,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,MS1,none,1.35,1.35,2.7,1.0,0.13852521900269543,0.13852521900269543,1.463005403908356,1.463005403908356,1748.2123486522903,1748.2123486522903,1748.2123486522903,0.23800000000000002,0.21,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,MS1b,none,1.35,1.35,2.7,1.0,0.14222911354165055,0.14222911354165055,1.4675663195711788,1.4675663195711788,1540.337151977567,1540.337151977567,1540.337151977567,0.16699999999999998,0.25,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,MS1b,none,1.35,1.35,2.7,1.0,0.14222911354165055,0.14222911354165055,1.4675663195711788,1.4675663195711788,1540.337151977567,1540.337151977567,1540.337151977567,0.364,0.21,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.8,1.2,3.0,1.5,0.17927984847942754,0.1205420966688439,2.018978514919499,1.2943256864794253,311.8228911681574,3196.452619203135,1034.0036353812734,1.568,0.15,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,2.0,1.35,3.35,1.48148148148148,0.1993891358805168,0.13517091533706113,2.2751917583863444,1.4699479183542956,156.84358789758588,1691.160946903235,548.6174455036651,1.285,0.2,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.8,1.35,3.15,1.33333333333333,0.17927984847942754,0.13517091533706113,2.018978514919499,1.4699479183542956,311.8228911681574,1691.160946903235,745.4221749889354,1.881,0.21,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.6,1.2,2.8,1.33333333333333,0.15955951106843058,0.1205420966688439,1.7706005930095867,1.2943256864794253,639.8912493484772,3196.452619203135,1446.7987908522803,0.996,0.19,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.5,1.2,2.7,1.25,0.14982573993533668,0.1205420966688439,1.6490548963253515,1.2943256864794253,928.5319655347855,3196.452619203135,1732.658557549756,0.795,0.19,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.8,1.5,3.3,1.2,0.17927984847942754,0.14982573993533668,2.018978514919499,1.6490548963253515,311.8228911681574,928.5319655347855,545.323167369885,0.81,0.21,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.5,1.35,2.85,1.11111111111111,0.14982573993533668,0.13517091533706113,1.6490548963253515,1.4699479183542956,928.5319655347855,1691.160946903235,1256.076989242088,0.272,0.24,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.35,1.2,2.55,1.125,0.13517091533706113,0.1205420966688439,1.4699479183542956,1.2943256864794253,1691.160946903235,3196.452619203135,2326.38720772938,0.425,0.21,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,2.0,2.0,4.0,1.0,0.1993891358805168,0.1993891358805168,2.2751917583863444,2.2751917583863444,156.84358789758588,156.84358789758588,156.8435878975859,0.191,0.29,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.8,1.8,3.6,1.0,0.17927984847942754,0.17927984847942754,2.018978514919499,2.018978514919499,311.8228911681574,311.8228911681574,311.8228911681574,0.9079999999999999,0.24,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.6,1.6,3.2,1.0,0.15955951106843058,0.15955951106843058,1.7706005930095867,1.7706005930095867,639.8912493484772,639.8912493484772,639.8912493484772,0.374,0.22,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.5,1.5,3.0,1.0,0.14982573993533668,0.14982573993533668,1.6490548963253515,1.6490548963253515,928.5319655347855,928.5319655347855,928.5319655347856,0.17,0.2,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.35,1.35,2.7,1.0,0.13517091533706113,0.13517091533706113,1.4699479183542956,1.4699479183542956,1691.160946903235,1691.160946903235,1691.1609469032353,0.157,0.34,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.35,1.35,2.7,1.0,0.13517091533706113,0.13517091533706113,1.4699479183542956,1.4699479183542956,1691.160946903235,1691.160946903235,1691.1609469032353,0.16,0.32,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.35,1.35,2.7,1.0,0.13517091533706113,0.13517091533706113,1.4699479183542956,1.4699479183542956,1691.160946903235,1691.160946903235,1691.1609469032353,0.18600000000000003,0.3,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.35,1.35,2.7,1.0,0.13517091533706113,0.13517091533706113,1.4699479183542956,1.4699479183542956,1691.160946903235,1691.160946903235,1691.1609469032353,0.209,0.18,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,NL3,none,1.2,1.2,2.4,1.0,0.1205420966688439,0.1205420966688439,1.2943256864794253,1.2943256864794253,3196.452619203135,3196.452619203135,3196.452619203135,0.215,0.17,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.8,1.2,3.0,1.5,0.23083374963609898,0.1481355184135977,2.083038795633188,1.314401087566887,49.39368959243082,872.0148034875673,251.35615986573262,0.578,0.34,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.8,1.35,3.15,1.33333333333333,0.23083374963609898,0.16735068327402136,2.083038795633188,1.497491344911032,49.39368959243082,422.55741557295374,164.86728076915713,1.176,0.31,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.6,1.2,2.8,1.33333333333333,0.20096044189544943,0.1481355184135977,1.815150752726589,1.314401087566887,131.38036669800672,872.0148034875673,362.31263407241414,1.6909999999999998,0.21,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.5,1.2,2.7,1.25,0.18722665569380126,0.1481355184135977,1.6860505081738548,1.314401087566887,209.49864775986165,872.0148034875673,442.4327279145889,1.339,0.22,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.8,1.5,3.3,1.2,0.23083374963609898,0.18722665569380126,2.083038795633188,1.6860505081738548,49.39368959243082,209.49864775986165,109.33611421835495,0.634,0.42,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.35,1.2,2.55,1.125,0.16735068327402136,0.1481355184135977,1.497491344911032,1.314401087566887,422.55741557295374,872.0148034875673,611.4830671584137,0.544,0.22,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.5,1.35,2.85,1.11111111111111,0.18722665569380126,0.16735068327402136,1.6860505081738548,1.497491344911032,209.49864775986165,422.55741557295374,300.64556651668744,1.8730000000000002,0.23,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.8,1.8,3.6,1.0,0.23083374963609898,0.23083374963609898,2.083038795633188,2.083038795633188,49.39368959243082,49.39368959243082,49.39368959243082,0.017,0.29,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.6,1.6,3.2,1.0,0.20096044189544943,0.20096044189544943,1.815150752726589,1.815150752726589,131.38036669800672,131.38036669800672,131.38036669800672,0.113,0.21,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.5,1.5,3.0,1.0,0.18722665569380126,0.18722665569380126,1.6860505081738548,1.6860505081738548,209.49864775986165,209.49864775986165,209.49864775986165,0.41,0.27,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.35,1.35,2.7,1.0,0.16735068327402136,0.16735068327402136,1.497491344911032,1.497491344911032,422.55741557295374,422.55741557295374,422.5574155729538,0.29600000000000004,0.32,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.35,1.35,2.7,1.0,0.16735068327402136,0.16735068327402136,1.497491344911032,1.497491344911032,422.55741557295374,422.55741557295374,422.5574155729538,0.326,0.34,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.35,1.35,2.7,1.0,0.16735068327402136,0.16735068327402136,1.497491344911032,1.497491344911032,422.55741557295374,422.55741557295374,422.5574155729538,0.382,0.3,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.35,1.35,2.7,1.0,0.16735068327402136,0.16735068327402136,1.497491344911032,1.497491344911032,422.55741557295374,422.55741557295374,422.5574155729538,0.483,0.23,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SFHo,none,1.2,1.2,2.4,1.0,0.1481355184135977,0.1481355184135977,1.314401087566887,1.314401087566887,872.0148034875673,872.0148034875673,872.0148034875673,0.188,0.21,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SLy4,none,1.35,1.35,2.7,1.0,0.16935894866680665,0.16935894866680665,1.5118136222968719,1.5118136222968719,386.7965931135837,386.7965931135837,386.7965931135837,0.39899999999999997,0.29,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,SLy4,none,1.35,1.35,2.7,1.0,0.16935894866680665,0.16935894866680665,1.5118136222968719,1.5118136222968719,386.7965931135837,386.7965931135837,386.7965931135837,0.64,0.27,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,TM1,none,1.5,1.2,2.7,1.25,0.15363227753131523,0.12204084348438092,1.6506378466205638,1.2945953709057443,747.5883496933717,2846.2587155541114,1488.140188745075,0.866,0.17,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,TM1,none,1.35,1.35,2.7,1.0,0.13762562095350206,0.13762562095350206,1.4706818044437906,1.4706818044437906,1437.1620432313118,1437.1620432313118,1437.162043231312,0.13699999999999998,0.36,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,TM1,none,1.35,1.35,2.7,1.0,0.13762562095350206,0.13762562095350206,1.4706818044437906,1.4706818044437906,1437.1620432313118,1437.1620432313118,1437.162043231312,0.133,0.34,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,TM1,none,1.35,1.35,2.7,1.0,0.13762562095350206,0.13762562095350206,1.4706818044437906,1.4706818044437906,1437.1620432313118,1437.1620432313118,1437.162043231312,0.153,0.32,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,TM1,none,1.35,1.35,2.7,1.0,0.13762562095350206,0.13762562095350206,1.4706818044437906,1.4706818044437906,1437.1620432313118,1437.1620432313118,1437.162043231312,0.16699999999999998,0.16,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,TMA,none,1.5,1.2,2.7,1.25,0.1560459276965806,0.12297997213592544,1.6604971319947184,1.3013479554174807,613.325345380868,2410.5352437626107,1246.6436401486185,1.021,0.2,,0,
Bauswein:2013yna,https://arxiv.org/abs/1302.6530,nan,TMA,none,1.35,1.35,2.7,1.0,0.13922514192994892,0.13922514192994892,1.4788913185870418,1.4788913185870418,1205.1438719086866,1205.1438719086866,1205.1438719086866,0.205,0.18,,0,
Dietrich:2015iva,https://arxiv.org/abs/1504.01266,nan,ALF2,none,1.45,1.25,2.7,1.16,0.17263816203086302,0.15034019960154868,1.6102485802057536,1.3672088278389656,476.0404252952943,1134.0844172461752,739.8367965556029,0.39,0.15,,0,
Dietrich:2015iva,https://arxiv.org/abs/1504.01266,nan,ALF2,none,1.35,1.35,2.7,1.0,0.1613959085133418,0.1613959085133418,1.4877406950444727,1.4877406950444727,734.2312200762387,734.2312200762387,734.2312200762387,0.35,0.15,,0,
Dietrich:2015iva,https://arxiv.org/abs/1504.01266,nan,H4,none,1.45,1.25,2.7,1.16,0.1581267755482968,0.1364320670490577,1.5886895295380306,1.350610262567245,710.2304209332713,1749.139357725605,1126.1175534234067,0.6,0.23,,0,
Dietrich:2015iva,https://arxiv.org/abs/1504.01266,nan,H4,none,1.35,1.35,2.7,1.0,0.1471765832448763,0.1471765832448763,1.468743177716992,1.468743177716992,1112.330505919817,1112.330505919817,1112.330505919817,0.06,0.3,,0,
Dietrich:2015iva,https://arxiv.org/abs/1504.01266,nan,MS1,none,1.45,1.25,2.7,1.16,0.14801903240292938,0.12897457321016934,1.5813505195004836,1.346142108957031,1174.4170353806833,2635.3640420239144,1761.7591569777412,0.58,0.15,,0,
Dietrich:2015iva,https://arxiv.org/abs/1504.01266,nan,MS1,none,1.35,1.35,2.7,1.0,0.13852521900269543,0.13852521900269543,1.463005403908356,1.463005403908356,1748.2123486522903,1748.2123486522903,1748.2123486522903,0.07,0.18,,0,
Dietrich:2015iva,https://arxiv.org/abs/1504.01266,nan,SLy,none,1.45,1.25,2.7,1.16,0.18287947743817973,0.15619007279739663,1.6383769532258539,1.3878009648306615,239.45982876595244,631.3487344413644,395.9312450259431,0.65,0.3,,0,
Dietrich:2015iva,https://arxiv.org/abs/1504.01266,nan,SLy,none,1.35,1.35,2.7,1.0,0.16935894866680665,0.16935894866680665,1.5118136222968719,1.5118136222968719,386.7965931135837,386.7965931135837,386.7965931135837,1.22,0.26,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,ALF2,none,1.75,1.0,2.75,1.75,0.20999965918536992,0.12336278584932082,1.9918665467996677,1.0738367347768751,122.29739142144633,3536.6618614864865,732.2966528212164,3.6,0.18,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,ALF2,none,1.75,1.167,2.917,1.49957155098543,0.20999965918536992,0.14137544045537154,1.9918665467996677,1.2686069631725132,122.29739142144633,1636.535869697905,497.41859092756323,2.5,0.2,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,ALF2,none,1.65,1.1,2.75,1.5,0.1968617760356829,0.1341774263545926,1.8620805509900653,1.1898898770805835,196.19402015949194,2213.331580180934,698.991034225749,2.4,0.18,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,ALF2,none,1.5,1.0,2.5,1.5,0.17855045277330145,0.12336278584932082,1.6723435303841556,1.0738367347768751,383.13376049280026,3536.6618614864865,1176.8926310327279,2.1,0.17,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,ALF2,none,1.527,1.222,2.7489999999999997,1.24959083469722,0.18175477604751963,0.14727138684268107,1.7060961807673782,1.3338041104952227,340.3044288007707,1282.3115873021666,673.0218392038181,0.75,0.21,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,ALF2,none,1.375,1.375,2.75,1.0,0.1641790512540894,0.1641790512540894,1.5181780538713194,1.5181780538713194,659.0172711668484,659.0172711668484,659.0172711668484,0.34,0.2,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,H4,none,1.75,1.0,2.75,1.75,0.19522010354646646,0.11002590957203962,1.9614946765035808,1.0625920696688593,173.5519807403573,5929.329834585236,1195.9468115371315,4.0,0.17,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,H4,none,1.75,1.167,2.917,1.49957155098543,0.19522010354646646,0.12762578432152805,1.9614946765035808,1.2538757357739754,173.5519807403573,2579.600259848786,767.5094807243735,1.4,0.19,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,H4,none,1.65,1.1,2.75,1.5,0.18193924083769633,0.12053789917277978,1.8348192486910995,1.1766126922116436,283.99238128272253,3574.8103361947856,1100.633018002409,1.7,0.17,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,H4,none,1.5,1.0,2.5,1.5,0.16387270857605998,0.11002590957203962,1.6494374537510765,1.0625920696688593,568.964191120004,5929.329834585236,1909.900691852709,2.7,0.17,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,H4,none,1.527,1.222,2.7489999999999997,1.24959083469722,0.16701036711891457,0.13343095372167402,1.6824156975259374,1.3178475945111117,502.17212234636906,1991.811131645846,1027.1684337927074,0.66,0.21,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,H4,none,1.375,1.375,2.75,1.0,0.1499063361905164,0.1499063361905164,1.4985586095933792,1.4985586095933792,994.3681984841448,994.3681984841448,994.368198484145,0.34,0.21,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,MS1b,none,1.944,0.9440000000000001,2.888,2.0593220338983,0.1994914857142857,0.10306815161046706,2.200104617142857,1.000052417037573,183.3734104,9423.55035125351,1325.6887126396748,6.5,0.18,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,MS1b,none,1.75,1.0,2.75,1.75,0.18051575117184399,0.10851278368551043,1.9537488440454438,1.0631184032313392,355.62891840788103,7116.879278402854,1584.1451710554163,4.9,0.17,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,MS1b,none,1.75,1.167,2.917,1.49957155098543,0.18051575117184399,0.1246849132591748,1.9537488440454438,1.2537764610667734,355.62891840788103,3263.071572150495,1088.0491093639794,2.4,0.19,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,MS1b,none,1.65,1.1,2.75,1.5,0.17092210300500008,0.1182790658703019,1.8296172033696925,1.1767873542172778,505.33768111354976,4400.587229021922,1489.026183420321,2.6,0.17,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,MS1b,none,1.5,1.0,2.5,1.5,0.15658630086884304,0.10851278368551043,1.6466936349581551,1.0631184032313392,867.1433374816328,7116.879278402854,2451.103539334404,3.2,0.16,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,MS1b,none,1.527,1.222,2.7489999999999997,1.24959083469722,0.1591348538618795,0.12996621858697158,1.6793530612662109,1.3175178087594834,787.4320169679937,2594.3380053708015,1429.9194320058239,0.48,0.19,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,MS1b,none,1.375,1.375,2.75,1.0,0.14460311079545454,0.14460311079545454,1.4971700462194057,1.4971700462194057,1395.8768840690561,1395.8768840690561,1395.8768840690561,0.23,0.14,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,SLy,none,1.75,1.0,2.75,1.75,0.22692901520771513,0.12410494040753556,2.0360139839577154,1.0875591057285658,54.83843577614986,2304.020801999231,452.00527698188785,2.4,0.19,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,SLy,none,1.75,1.167,2.917,1.49957155098543,0.22692901520771513,0.14543551819310915,2.0360139839577154,1.2866128990293941,54.83843577614986,954.087128662772,275.8178618866474,0.65,0.27,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,SLy,none,1.65,1.1,2.75,1.5,0.21138619726396723,0.13680851718625103,1.9001396541514803,1.2060498057553957,91.31424807229521,1347.4136558752991,401.3023560098622,1.6,0.22,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,SLy,none,1.5,1.0,2.5,1.5,0.18984610172637834,0.12410494040753556,1.7026854646370893,1.0875591057285658,188.41245756450712,2304.020801999231,714.0047526632793,1.8,0.22,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,SLy,none,1.527,1.222,2.7489999999999997,1.24959083469722,0.19352222916666667,0.15255213137278534,1.7376856568181818,1.3534922749427503,165.53602234848486,724.493803743522,361.8017754494853,1.8,0.19,,0,
Dietrich:2016hky,https://arxiv.org/abs/1607.06636,nan,SLy,none,1.375,1.375,2.75,1.0,0.17271441923774958,0.17271441923774958,1.5431994643962847,1.5431994643962847,342.60052510942666,342.60052510942666,342.6005251094267,1.6,0.2,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,ALF2,none,1.5,1.2,2.7,1.25,0.17855045277330145,0.1448930210433245,1.6723435303841556,1.307658913633952,383.13376049280026,1413.244905817861,747.1429408065286,0.55,0.23,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,ALF2,none,1.45,1.25,2.7,1.16,0.17263816203086302,0.15034019960154868,1.6102485802057536,1.3672088278389656,476.0404252952943,1134.0844172461752,739.8367965556029,0.3,0.22,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,ALF2,none,1.4,1.3,2.7,1.07692307692308,0.1670355997304582,0.15580909192511874,1.5487500842318058,1.4272267356404422,591.4815600404315,911.8522119586479,735.6578855752699,0.15,0.19,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,ALF2,none,1.4,1.4,2.8,1.0,0.1670355997304582,0.1670355997304582,1.5487500842318058,1.5487500842318058,591.4815600404315,591.4815600404315,591.4815600404315,0.25,0.25,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,ALF2,none,1.35,1.35,2.7,1.0,0.1613959085133418,0.1613959085133418,1.4877406950444727,1.4877406950444727,734.2312200762387,734.2312200762387,734.2312200762387,0.25,0.25,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,ALF2,none,1.3,1.3,2.6,1.0,0.15580909192511874,0.15580909192511874,1.4272267356404422,1.4272267356404422,911.8522119586479,911.8522119586479,911.8522119586479,0.2,0.21,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.5,1.2,2.7,1.25,0.19967260280708027,0.16059706233598295,1.6924326480421956,1.3173264889894647,164.22169852047202,651.846306225992,335.985756699008,0.75,0.27,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.5,1.2,2.7,1.25,0.19967260280708027,0.16059706233598295,1.6924326480421956,1.3173264889894647,164.22169852047202,651.846306225992,335.985756699008,0.8,0.25,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.5,1.2,2.7,1.25,0.19967260280708027,0.16059706233598295,1.6924326480421956,1.3173264889894647,164.22169852047202,651.846306225992,335.985756699008,0.9,0.22,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.6,1.3,2.9,1.23076923076923,0.21303502346722,0.17334310516612403,1.8228617676498198,1.4398290624485153,105.25027307939327,406.0528077903737,213.84797603443903,0.2,0.25,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.4,1.2,2.6,1.16666666666667,0.18640834157378697,0.16059706233598295,1.5647987517807758,1.3173264889894647,256.81230242185546,651.846306225992,413.5013550170299,0.3,0.24,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.45,1.25,2.7,1.16,0.19302734396611343,0.1670521329919305,1.628278956734094,1.378289859753259,205.18732397562238,513.078981110335,328.3642424450533,0.7,0.25,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.5,1.3,2.8,1.15384615384615,0.19967260280708027,0.17334310516612403,1.6924326480421956,1.4398290624485153,164.22169852047202,406.0528077903737,261.73279486744394,1.2,0.26,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.4,1.3,2.7,1.07692307692308,0.18640834157378697,0.17334310516612403,1.5647987517807758,1.4398290624485153,256.81230242185546,406.0528077903737,323.90788770053547,0.8,0.22,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.35,1.25,2.6,1.08,0.17995554983922832,0.1670521329919305,1.5020123800643088,1.378289859753259,322.4732288745978,513.078981110335,407.83570215169976,0.5,0.21,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.5,1.4,2.9,1.07142857142857,0.19967260280708027,0.18640834157378697,1.6924326480421956,1.5647987517807758,164.22169852047202,256.81230242185546,206.13824573697667,0.06,0.37,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.45,1.45,2.9,1.0,0.19302734396611343,0.19302734396611343,1.628278956734094,1.628278956734094,205.18732397562238,205.18732397562238,205.1873239756224,0.01,0.32,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.4,1.4,2.8,1.0,0.18640834157378697,0.18640834157378697,1.5647987517807758,1.5647987517807758,256.81230242185546,256.81230242185546,256.81230242185546,1.4,0.27,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.35,1.35,2.7,1.0,0.17995554983922832,0.17995554983922832,1.5020123800643088,1.5020123800643088,322.4732288745978,322.4732288745978,322.4732288745978,0.5,0.23,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.35,1.35,2.7,1.0,0.17995554983922832,0.17995554983922832,1.5020123800643088,1.5020123800643088,322.4732288745978,322.4732288745978,322.4732288745978,0.7,0.22,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.35,1.35,2.7,1.0,0.17995554983922832,0.17995554983922832,1.5020123800643088,1.5020123800643088,322.4732288745978,322.4732288745978,322.4732288745978,1.1,0.23,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,APR4,none,1.3,1.3,2.6,1.0,0.17334310516612403,0.17334310516612403,1.4398290624485153,1.4398290624485153,406.0528077903737,406.0528077903737,406.0528077903738,0.2,0.21,,0,
