model,EOS,M2,M1,Gth,R1.35,Mej,v,Ekin,q,Mtot,Mchirp,lam22,R1,R2,k2T,Lambda,k22,lam21,k21,Mg2,Mg1,C2,C1,Mb1,Mb2
DD2_1.8_1.8,DD2,1.8,1.8,full,13.21,0.0013700000000000001,0.26,1.63,1.0,3.6,1.5669910139330236,148.61120811217066,8.964845812930339,8.964845812930339,27.725597074879712,148.6112081121707,0.07238208854679166,148.61120811217066,0.07238208854679166,1.8,1.8,0.20078535978664944,0.20078535978664944,2.049267478988201,2.049267478988201
DD2_1.35_2.0,DD2,1.35,2.0,full,13.21,0.00641,0.31,9.64,1.4814814814814814,3.35,1.4249817329254635,861.6418564732923,8.909590027155833,8.944044699630894,51.0137083815125,269.681086897053,0.10082195779650394,68.32993596439172,0.058388254077870703,1.35,2.0,0.15093883418065324,0.2244766792554626,2.315586068159338,1.4845915368061842
DD2_2.0_2.0,DD2,2.0,2.0,full,13.21,0.00025,0.25,0.25,1.0,4.0,1.7411011265922482,68.32993596439172,8.909590027155833,8.909590027155833,12.80499333423154,68.32993596439174,0.058388254077870703,68.32993596439172,0.058388254077870703,2.0,2.0,0.2244766792554626,0.2244766792554626,2.315586068159338,2.315586068159338
SFHO_1.2_1.2,SFHO,1.2,1.2,full,11.92,0.00188,0.21,1.26,1.0,2.4,1.044660675955349,872.0148034875672,8.100604490525653,8.100604490525653,162.7758180922689,872.0148034875672,0.0928914799490085,872.0148034875672,0.0928914799490085,1.2,1.2,0.1481355184135977,0.1481355184135977,1.314401087566887,1.314401087566887
SFHO_1.2_1.35,SFHO,1.2,1.35,full,11.92,0.00544,0.22,3.86,1.1250000000000002,2.55,1.10764597233269,872.0148034875672,8.066924803985765,8.100604490525653,114.42132901582114,611.483067158414,0.0928914799490085,422.5574155729537,0.08309233827330961,1.2,1.35,0.1481355184135977,0.16735068327402136,1.497491344911032,1.314401087566887
SFHO_1.2_1.6,SFHO,1.2,1.6,full,11.92,0.01691,0.21,11.1,1.3333333333333335,2.8,1.2037855641844286,872.0148034875672,7.9617231797041494,8.100604490525653,68.2136527452795,362.31263407241346,0.0928914799490085,131.38036669800672,0.06457787089193931,1.2,1.6,0.1481355184135977,0.20096044189544943,1.815150752726589,1.314401087566887
SFHO_1.2_1.8,SFHO,1.2,1.8,full,11.92,0.00578,0.34,10.08,1.5,3.0,1.2742305105539213,872.0148034875672,7.79776955720524,8.100604490525653,47.683494938405275,251.3561598657327,0.0928914799490085,49.393689592430825,0.04854520694323143,1.2,1.8,0.1481355184135977,0.23083374963609898,2.083038795633188,1.314401087566887
SFHO_1.35_1.5,SFHO,1.35,1.5,full,11.92,0.01873,0.23,13.34,1.111111111111111,2.85,1.2384715786481404,422.5574155729537,8.011786872510182,8.066924803985765,56.38900508427981,300.6455665166872,0.08309233827330961,209.49864775986168,0.0722878611103052,1.35,1.5,0.16735068327402136,0.18722665569380126,1.6860505081738548,1.497491344911032
SFHO_1.35_1.8,SFHO,1.35,1.8,full,11.92,0.01176,0.31,16.22,1.3333333333333333,3.1500000000000004,1.3542587597074824,422.5574155729537,7.79776955720524,8.066924803985765,31.176069547624017,164.86728076915668,0.08309233827330961,49.393689592430825,0.04854520694323143,1.35,1.8,0.16735068327402136,0.23083374963609898,2.083038795633188,1.497491344911032
SFHO_1.5_1.5,SFHO,1.5,1.5,full,11.92,0.0040999999999999995,0.27,4.13,1.0,3.0,1.3058258449441862,209.49864775986168,8.011786872510182,8.011786872510182,39.27688060606064,209.49864775986168,0.0722878611103052,209.49864775986168,0.0722878611103052,1.5,1.5,0.18722665569380126,0.18722665569380126,1.6860505081738548,1.6860505081738548
SFHO_1.5_1.8,SFHO,1.5,1.8,full,11.92,0.00634,0.42,14.4,1.2,3.3,1.4292739243441488,209.49864775986168,7.79776955720524,8.011786872510182,20.593331130323943,109.33611421835519,0.0722878611103052,49.393689592430825,0.04854520694323143,1.5,1.8,0.18722665569380126,0.23083374963609898,2.083038795633188,1.6860505081738548
SFHO_1.6_1.6,SFHO,1.6,1.6,full,11.92,0.00113,0.21,1.0,1.0,3.2,1.3928809012737988,131.38036669800672,7.9617231797041494,7.9617231797041494,24.628663793911947,131.38036669800675,0.06457787089193931,131.38036669800672,0.06457787089193931,1.6,1.6,0.20096044189544943,0.20096044189544943,1.815150752726589,1.815150752726589
SFHO_1.8_1.8,SFHO,1.8,1.8,full,11.92,0.00017,0.29,0.24,1.0,3.6,1.5669910139330236,49.393689592430825,7.79776955720524,7.79776955720524,9.258909485977636,49.39368959243083,0.04854520694323143,49.393689592430825,0.04854520694323143,1.8,1.8,0.23083374963609898,0.23083374963609898,2.083038795633188,2.083038795633188
