model,bibkey,dataset,EOS,nus,q,M1,M2,Mb1,Mb2,C1,C2,Lambda,Mej,vej,Yeej,theta_rms,Mdisk,arxiv
LS220_1.35_1.35,Bauswein:2013yna,NoNusSet,LS220,none,1,1.35,1.35,1.50238375566815,1.50238375566815,0.156810207277752,0.156810207277752,684.511840370541,0.00199,0.28,,,,https://arxiv.org/abs/1302.6530
LS180_1.35_1.35_x,Bauswein:2013yna,NoNusSet,LS180,none,1,1.35,1.35,,,,,,0.00226,0.29,,,,https://arxiv.org/abs/1302.6530
SFHX_1.35_1.35,Bauswein:2013yna,NoNusSet,SFHX,none,1,1.35,1.35,,,,,,0.00616,0.22,,,,https://arxiv.org/abs/1302.6530
SFHO_1.35_1.35,Bauswein:2013yna,NoNusSet,SFHO,none,1,1.35,1.35,1.49749134491103,1.49749134491103,0.167350683274021,0.167350683274021,422.557415572954,0.00483,0.23,,,,https://arxiv.org/abs/1302.6530
SFHO_1.35_1.35,Bauswein:2013yna,NoNusSet,SFHO,none,1,1.35,1.35,1.49749134491103,1.49749134491103,0.167350683274021,0.167350683274021,422.557415572954,0.00296,0.32,,,,https://arxiv.org/abs/1302.6530
SFHO_1.35_1.35,Bauswein:2013yna,NoNusSet,SFHO,none,1,1.35,1.35,1.49749134491103,1.49749134491103,0.167350683274021,0.167350683274021,422.557415572954,0.00326,0.34,,,,https://arxiv.org/abs/1302.6530
SFHO_1.35_1.35,Bauswein:2013yna,NoNusSet,SFHO,none,1,1.35,1.35,1.49749134491103,1.49749134491103,0.167350683274021,0.167350683274021,422.557415572954,0.00382,0.3,,,,https://arxiv.org/abs/1302.6530
eosL_1.35_1.35,Bauswein:2013yna,NoNusSet,eosL,none,1,1.35,1.35,,,,,,0.00149,0.22,,,,https://arxiv.org/abs/1302.6530
eosL_1.35_1.35,Bauswein:2013yna,NoNusSet,eosL,none,1,1.35,1.35,,,,,,0.00345,0.2,,,,https://arxiv.org/abs/1302.6530
MS1_1.35_1.35,Bauswein:2013yna,NoNusSet,MS1,none,1,1.35,1.35,1.46300540390836,1.46300540390836,0.138525219002695,0.138525219002695,1748.21234865229,0.00117,0.27,,,,https://arxiv.org/abs/1302.6530
MS1_1.35_1.35,Bauswein:2013yna,NoNusSet,MS1,none,1,1.35,1.35,1.46300540390836,1.46300540390836,0.138525219002695,0.138525219002695,1748.21234865229,0.00238,0.21,,,,https://arxiv.org/abs/1302.6530
MS1b_1.35_1.35,Bauswein:2013yna,NoNusSet,MS1b,none,1,1.35,1.35,,,,,,0.00167,0.25,,,,https://arxiv.org/abs/1302.6530
MS1b_1.35_1.35,Bauswein:2013yna,NoNusSet,MS1b,none,1,1.35,1.35,,,,,,0.00364,0.21,,,,https://arxiv.org/abs/1302.6530
Glenh3_1.35_1.35_x,Bauswein:2013yna,NoNusSet,Glenh3,none,1,1.35,1.35,,,,,,0.00108,0.23,,,,https://arxiv.org/abs/1302.6530
Glenh3_1.35_1.35_x,Bauswein:2013yna,NoNusSet,Glenh3,none,1,1.35,1.35,,,,,,0.00169,0.22,,,,https://arxiv.org/abs/1302.6530
MS2_1.35_1.35_x,Bauswein:2013yna,NoNusSet,MS2,none,1,1.35,1.35,,,,,,0.00081,0.26,,,,https://arxiv.org/abs/1302.6530
H3_1.35_1.35_x,Bauswein:2013yna,NoNusSet,H3,none,1,1.35,1.35,1.47108981906969,1.47108981906969,0.151927225624897,0.151927225624897,856.376848319814,0.00143,0.27,,,,https://arxiv.org/abs/1302.6530
H4_1.35_1.35,Bauswein:2013yna,NoNusSet,H4,none,1,1.35,1.35,1.46874317771699,1.46874317771699,0.147176583244876,0.147176583244876,1112.33050591982,0.00128,0.27,,,,https://arxiv.org/abs/1302.6530
H4_1.35_1.35,Bauswein:2013yna,NoNusSet,H4,none,1,1.35,1.35,1.46874317771699,1.46874317771699,0.147176583244876,0.147176583244876,1112.33050591982,0.00193,0.27,,,,https://arxiv.org/abs/1302.6530
Heb6_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb6,none,1,1.35,1.35,,,,,,0.00155,0.45,,,,https://arxiv.org/abs/1302.6530
Heb6_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb6,none,1,1.35,1.35,,,,,,0.00343,0.24,,,,https://arxiv.org/abs/1302.6530
eosO_1.35_1.35,Bauswein:2013yna,NoNusSet,eosO,none,1,1.35,1.35,,,,,,0.00352,0.28,,,,https://arxiv.org/abs/1302.6530
eosO_1.35_1.35,Bauswein:2013yna,NoNusSet,eosO,none,1,1.35,1.35,,,,,,0.00462,0.25,,,,https://arxiv.org/abs/1302.6530
ALF2_1.35_1.35,Bauswein:2013yna,NoNusSet,ALF2,none,1,1.35,1.35,1.48774069504447,1.48774069504447,0.161395908513342,0.161395908513342,734.231220076239,0.0038,0.28,,,,https://arxiv.org/abs/1302.6530
ALF2_1.35_1.35,Bauswein:2013yna,NoNusSet,ALF2,none,1,1.35,1.35,1.48774069504447,1.48774069504447,0.161395908513342,0.161395908513342,734.231220076239,0.00449,0.27,,,,https://arxiv.org/abs/1302.6530
BSk21_1.35_1.35,Bauswein:2013yna,NoNusSet,BSk21,none,1,1.35,1.35,,,,,,0.00336,0.32,,,,https://arxiv.org/abs/1302.6530
BSk21_1.35_1.35,Bauswein:2013yna,NoNusSet,BSk21,none,1,1.35,1.35,,,,,,0.00437,0.27,,,,https://arxiv.org/abs/1302.6530
Heb4_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb4,none,1,1.35,1.35,,,,,,0.00189,0.43,,,,https://arxiv.org/abs/1302.6530
Heb4_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb4,none,1,1.35,1.35,,,,,,0.00241,0.39,,,,https://arxiv.org/abs/1302.6530
MPA1_1.35_1.35,Bauswein:2013yna,NoNusSet,MPA1,none,1,1.35,1.35,1.48951794410849,1.48951794410849,0.164859096981505,0.164859096981505,610.746990418237,0.00364,0.3,,,,https://arxiv.org/abs/1302.6530
MPA1_1.35_1.35,Bauswein:2013yna,NoNusSet,MPA1,none,1,1.35,1.35,1.48951794410849,1.48951794410849,0.164859096981505,0.164859096981505,610.746990418237,0.00448,0.29,,,,https://arxiv.org/abs/1302.6530
Heb5_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb5,none,1,1.35,1.35,,,,,,0.00263,0.43,,,,https://arxiv.org/abs/1302.6530
Heb5_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb5,none,1,1.35,1.35,,,,,,0.0029,0.38,,,,https://arxiv.org/abs/1302.6530
eosC_1.35_1.35_x,Bauswein:2013yna,NoNusSet,eosC,none,1,1.35,1.35,,,,,,0.00309,0.27,,,,https://arxiv.org/abs/1302.6530
ENG_1.35_1.35,Bauswein:2013yna,NoNusSet,ENG,none,1,1.35,1.35,1.49462187426566,1.49462187426566,0.170656010910201,0.170656010910201,479.673247596704,0.00529,0.29,,,,https://arxiv.org/abs/1302.6530
ENG_1.35_1.35,Bauswein:2013yna,NoNusSet,ENG,none,1,1.35,1.35,1.49462187426566,1.49462187426566,0.170656010910201,0.170656010910201,479.673247596704,0.00632,0.26,,,,https://arxiv.org/abs/1302.6530
APR3_1.35_1.35,Bauswein:2013yna,NoNusSet,APR3,none,1,1.35,1.35,,,,,,0.00465,0.3,,,,https://arxiv.org/abs/1302.6530
APR3_1.35_1.35,Bauswein:2013yna,NoNusSet,APR3,none,1,1.35,1.35,,,,,,0.00615,0.27,,,,https://arxiv.org/abs/1302.6530
Heb3_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb3,none,1,1.35,1.35,,,,,,0.00299,0.41,,,,https://arxiv.org/abs/1302.6530
Heb3_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb3,none,1,1.35,1.35,,,,,,0.0037,0.37,,,,https://arxiv.org/abs/1302.6530
BurgioNN_1.35_1.35,Bauswein:2013yna,NoNusSet,BurgioNN,none,1,1.35,1.35,,,,,,0.00247,0.39,,,,https://arxiv.org/abs/1302.6530
BurgioNN_1.35_1.35,Bauswein:2013yna,NoNusSet,BurgioNN,none,1,1.35,1.35,,,,,,0.00244,0.37,,,,https://arxiv.org/abs/1302.6530
SLy4_1.35_1.35,Bauswein:2013yna,NoNusSet,SLy4,none,1,1.35,1.35,,,,,,0.00399,0.29,,,,https://arxiv.org/abs/1302.6530
SLy4_1.35_1.35,Bauswein:2013yna,NoNusSet,SLy4,none,1,1.35,1.35,,,,,,0.0064,0.27,,,,https://arxiv.org/abs/1302.6530
BSk20_1.35_1.35,Bauswein:2013yna,NoNusSet,BSk20,none,1,1.35,1.35,,,,,,0.00468,0.31,,,,https://arxiv.org/abs/1302.6530
BSk20_1.35_1.35,Bauswein:2013yna,NoNusSet,BSk20,none,1,1.35,1.35,,,,,,0.00783,0.26,,,,https://arxiv.org/abs/1302.6530
ALF4_1.35_1.35_x,Bauswein:2013yna,NoNusSet,ALF4,none,1,1.35,1.35,,,,,,0.0057,0.3,,,,https://arxiv.org/abs/1302.6530
ALF4_1.35_1.35_x,Bauswein:2013yna,NoNusSet,ALF4,none,1,1.35,1.35,,,,,,0.0074,0.29,,,,https://arxiv.org/abs/1302.6530
Heb2_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb2,none,1,1.35,1.35,,,,,,0.00495,0.34,,,,https://arxiv.org/abs/1302.6530
Heb2_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb2,none,1,1.35,1.35,,,,,,0.00501,0.37,,,,https://arxiv.org/abs/1302.6530
APR_1.35_1.35,Bauswein:2013yna,NoNusSet,APR,none,1,1.35,1.35,,,,,,0.00596,0.31,,,,https://arxiv.org/abs/1302.6530
APR_1.35_1.35,Bauswein:2013yna,NoNusSet,APR,none,1,1.35,1.35,,,,,,0.00738,0.3,,,,https://arxiv.org/abs/1302.6530
BB2_1.35_1.35_x,Bauswein:2013yna,NoNusSet,BB2,none,1,1.35,1.35,,,,,,0.00495,0.28,,,,https://arxiv.org/abs/1302.6530
eosUU_1.35_1.35,Bauswein:2013yna,NoNusSet,eosUU,none,1,1.35,1.35,,,,,,0.00702,0.32,,,,https://arxiv.org/abs/1302.6530
eosUU_1.35_1.35,Bauswein:2013yna,NoNusSet,eosUU,none,1,1.35,1.35,,,,,,0.00942,0.31,,,,https://arxiv.org/abs/1302.6530
Heb1_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb1,none,1,1.35,1.35,,,,,,0.00685,0.31,,,,https://arxiv.org/abs/1302.6530
Heb1_1.35_1.35,Bauswein:2013yna,NoNusSet,Heb1,none,1,1.35,1.35,,,,,,0.01088,0.32,,,,https://arxiv.org/abs/1302.6530
eosAU_1.35_1.35,Bauswein:2013yna,NoNusSet,eosAU,none,1,1.35,1.35,,,,,,0.00405,0.36,,,,https://arxiv.org/abs/1302.6530
eosAU_1.35_1.35,Bauswein:2013yna,NoNusSet,eosAU,none,1,1.35,1.35,,,,,,0.00151,0.29,,,,https://arxiv.org/abs/1302.6530
NL3_1.2_1.5,Bauswein:2013yna,NoNusSet,NL3,none,1.25,1.5,1.2,1.64905489632535,1.29432568647943,0.149825739935337,0.120542096668844,1732.65855754976,0.00795,0.19,,,,https://arxiv.org/abs/1302.6530
GS1_1.2_1.5,Bauswein:2013yna,NoNusSet,GS1,none,1.25,1.5,1.2,,,,,,0.00643,0.22,,,,https://arxiv.org/abs/1302.6530
Shen_1.2_1.5,Bauswein:2013yna,NoNusSet,Shen,none,1.25,1.5,1.2,,,,,,0.00566,0.3,,,,https://arxiv.org/abs/1302.6530
TM1_1.2_1.5,Bauswein:2013yna,NoNusSet,TM1,none,1.25,1.5,1.2,1.65063784662056,1.29459537090574,0.153632277531315,0.122040843484381,1488.14018874508,0.00866,0.17,,,,https://arxiv.org/abs/1302.6530
TMA_1.2_1.5,Bauswein:2013yna,NoNusSet,TMA,none,1.25,1.5,1.2,1.66049713199472,1.30134795541748,0.156045927696581,0.122979972135925,1246.64364014862,0.01021,0.2,,,,https://arxiv.org/abs/1302.6530
LS375_1.2_1.5,Bauswein:2013yna,NoNusSet,LS375,none,1.25,1.5,1.2,,,,,,0.00666,0.27,,,,https://arxiv.org/abs/1302.6530
GS2_1.2_1.5,Bauswein:2013yna,NoNusSet,GS2,none,1.25,1.5,1.2,,,,,,0.01069,0.18,,,,https://arxiv.org/abs/1302.6530
DD2_1.2_1.5,Bauswein:2013yna,NoNusSet,DD2,none,1.25,1.5,1.2,1.66818992274959,1.30531740131042,0.167295353392925,0.134778808047828,884.696999549822,0.00879,0.2,,,,https://arxiv.org/abs/1302.6530
LS220_1.2_1.5,Bauswein:2013yna,NoNusSet,LS220,none,1.25,1.5,1.2,1.68938635839103,1.32033165595292,0.175769106495219,0.138592908555908,720.627964256116,0.01322,0.18,,,,https://arxiv.org/abs/1302.6530
LS180_1.2_1.5_x,Bauswein:2013yna,NoNusSet,LS180,none,1.25,1.5,1.2,,,,,,0.01858,0.2,,,,https://arxiv.org/abs/1302.6530
SFHX_1.2_1.5,Bauswein:2013yna,NoNusSet,SFHX,none,1.25,1.5,1.2,,,,,,0.01467,0.19,,,,https://arxiv.org/abs/1302.6530
SFHO_1.2_1.5,Bauswein:2013yna,NoNusSet,SFHO,none,1.25,1.5,1.2,1.68605050817385,1.31440108756689,0.187226655693801,0.148135518413598,442.432727914589,0.01339,0.22,,,,https://arxiv.org/abs/1302.6530
NL3_1.2_1.2,Bauswein:2013yna,NoNusSet,NL3,none,1,1.2,1.2,1.29432568647943,1.29432568647943,0.120542096668844,0.120542096668844,3196.45261920314,0.00215,0.17,,,,https://arxiv.org/abs/1302.6530
NL3_1.2_1.35,Bauswein:2013yna,NoNusSet,NL3,none,1.125,1.35,1.2,1.4699479183543,1.29432568647943,0.135170915337061,0.120542096668844,2326.38720772938,0.00425,0.21,,,,https://arxiv.org/abs/1302.6530
NL3_1.2_1.6,Bauswein:2013yna,NoNusSet,NL3,none,1.33333333333333,1.6,1.2,1.77060059300959,1.29432568647943,0.159559511068431,0.120542096668844,1446.79879085228,0.00996,0.19,,,,https://arxiv.org/abs/1302.6530
NL3_1.2_1.8,Bauswein:2013yna,NoNusSet,NL3,none,1.5,1.8,1.2,2.0189785149195,1.29432568647943,0.179279848479428,0.120542096668844,1034.00363538127,0.01568,0.15,,,,https://arxiv.org/abs/1302.6530
NL3_1.35_1.5,Bauswein:2013yna,NoNusSet,NL3,none,1.11111111111111,1.5,1.35,1.64905489632535,1.4699479183543,0.149825739935337,0.135170915337061,1256.07698924209,0.00272,0.24,,,,https://arxiv.org/abs/1302.6530
NL3_1.35_1.8,Bauswein:2013yna,NoNusSet,NL3,none,1.33333333333333,1.8,1.35,2.0189785149195,1.4699479183543,0.179279848479428,0.135170915337061,745.422174988934,0.01881,0.21,,,,https://arxiv.org/abs/1302.6530
NL3_1.5_1.5,Bauswein:2013yna,NoNusSet,NL3,none,1,1.5,1.5,1.64905489632535,1.64905489632535,0.149825739935337,0.149825739935337,928.531965534786,0.0017,0.2,,,,https://arxiv.org/abs/1302.6530
NL3_1.5_1.8,Bauswein:2013yna,NoNusSet,NL3,none,1.2,1.8,1.5,2.0189785149195,1.64905489632535,0.179279848479428,0.149825739935337,545.323167369886,0.0081,0.21,,,,https://arxiv.org/abs/1302.6530
NL3_1.6_1.6,Bauswein:2013yna,NoNusSet,NL3,none,1,1.6,1.6,1.77060059300959,1.77060059300959,0.159559511068431,0.159559511068431,639.891249348477,0.00374,0.22,,,,https://arxiv.org/abs/1302.6530
NL3_1.8_1.8,Bauswein:2013yna,NoNusSet,NL3,none,1,1.8,1.8,2.0189785149195,2.0189785149195,0.179279848479428,0.179279848479428,311.822891168158,0.00908,0.24,,,,https://arxiv.org/abs/1302.6530
NL3_1.35_2.0,Bauswein:2013yna,NoNusSet,NL3,none,1.48148148148148,2,1.35,2.27519175838634,1.4699479183543,0.199389135880517,0.135170915337061,548.617445503665,0.01285,0.2,,,,https://arxiv.org/abs/1302.6530
NL3_2.0_2.0,Bauswein:2013yna,NoNusSet,NL3,none,1,2,2,2.27519175838634,2.27519175838634,0.199389135880517,0.199389135880517,156.843587897586,0.00191,0.29,,,,https://arxiv.org/abs/1302.6530
DD2_1.2_1.2,Bauswein:2013yna,NoNusSet,DD2,none,1,1.2,1.2,1.30531740131042,1.30531740131042,0.134778808047828,0.134778808047828,1630.65727009199,0.00309,0.17,,,,https://arxiv.org/abs/1302.6530
DD2_1.2_1.35,Bauswein:2013yna,NoNusSet,DD2,none,1.125,1.35,1.2,1.48459153680618,1.30531740131042,0.150938834180653,0.134778808047828,1186.14185973867,0.00317,0.2,,,,https://arxiv.org/abs/1302.6530
DD2_1.2_1.6,Bauswein:2013yna,NoNusSet,DD2,none,1.33333333333333,1.6,1.2,1.79291097618469,1.30531740131042,0.178311427298501,0.134778808047828,731.937762042228,0.0109,0.2,,,,https://arxiv.org/abs/1302.6530
DD2_1.2_1.8,Bauswein:2013yna,NoNusSet,DD2,none,1.5,1.8,1.2,2.0492674789882,1.30531740131042,0.200785359786649,0.134778808047828,518.479687820702,0.01708,0.17,,,,https://arxiv.org/abs/1302.6530
DD2_1.35_1.5,Bauswein:2013yna,NoNusSet,DD2,none,1.11111111111111,1.5,1.35,1.66818992274959,1.48459153680618,0.167295353392925,0.150938834180653,640.990722075068,0.00357,0.25,,,,https://arxiv.org/abs/1302.6530
DD2_1.35_1.8,Bauswein:2013yna,NoNusSet,DD2,none,1.33333333333333,1.8,1.35,2.0492674789882,1.48459153680618,0.200785359786649,0.150938834180653,372.0956034004,0.01485,0.21,,,,https://arxiv.org/abs/1302.6530
DD2_1.5_1.5,Bauswein:2013yna,NoNusSet,DD2,none,1,1.5,1.5,1.66818992274959,1.66818992274959,0.167295353392925,0.167295353392925,474.828549495153,0.00538,0.26,,,,https://arxiv.org/abs/1302.6530
DD2_1.5_1.8,Bauswein:2013yna,NoNusSet,DD2,none,1.2,1.8,1.5,2.0492674789882,1.66818992274959,0.200785359786649,0.167295353392925,271.774261600167,0.01884,0.25,,,,https://arxiv.org/abs/1302.6530
DD2_1.6_1.6,Bauswein:2013yna,NoNusSet,DD2,none,1,1.6,1.6,1.79291097618469,1.79291097618469,0.178311427298501,0.178311427298501,318.248844252734,0.0078,0.27,,,,https://arxiv.org/abs/1302.6530
DD2_1.8_1.8,Bauswein:2013yna,NoNusSet,DD2,none,1,1.8,1.8,2.0492674789882,2.0492674789882,0.200785359786649,0.200785359786649,148.611208112171,0.00137,0.26,,,,https://arxiv.org/abs/1302.6530
DD2_1.35_2.0,Bauswein:2013yna,NoNusSet,DD2,none,1.48148148148148,2,1.35,2.31558606815934,1.48459153680618,0.224476679255463,0.150938834180653,269.681086897053,0.00641,0.31,,,,https://arxiv.org/abs/1302.6530
DD2_2.0_2.0,Bauswein:2013yna,NoNusSet,DD2,none,1,2,2,2.31558606815934,2.31558606815934,0.224476679255463,0.224476679255463,68.3299359643918,0.00025,0.25,,,,https://arxiv.org/abs/1302.6530
SFHO_1.2_1.2,Bauswein:2013yna,NoNusSet,SFHO,none,1,1.2,1.2,1.31440108756689,1.31440108756689,0.148135518413598,0.148135518413598,872.014803487567,0.00188,0.21,,,,https://arxiv.org/abs/1302.6530
SFHO_1.2_1.35,Bauswein:2013yna,NoNusSet,SFHO,none,1.125,1.35,1.2,1.49749134491103,1.31440108756689,0.167350683274021,0.148135518413598,611.483067158414,0.00544,0.22,,,,https://arxiv.org/abs/1302.6530
SFHO_1.2_1.6,Bauswein:2013yna,NoNusSet,SFHO,none,1.33333333333333,1.6,1.2,1.81515075272659,1.31440108756689,0.200960441895449,0.148135518413598,362.312634072413,0.01691,0.21,,,,https://arxiv.org/abs/1302.6530
SFHO_1.2_1.8,Bauswein:2013yna,NoNusSet,SFHO,none,1.5,1.8,1.2,2.08303879563319,1.31440108756689,0.230833749636099,0.148135518413598,251.356159865733,0.00578,0.34,,,,https://arxiv.org/abs/1302.6530
SFHO_1.35_1.5,Bauswein:2013yna,NoNusSet,SFHO,none,1.11111111111111,1.5,1.35,1.68605050817385,1.49749134491103,0.187226655693801,0.167350683274021,300.645566516687,0.01873,0.23,,,,https://arxiv.org/abs/1302.6530
SFHO_1.35_1.8,Bauswein:2013yna,NoNusSet,SFHO,none,1.33333333333333,1.8,1.35,2.08303879563319,1.49749134491103,0.230833749636099,0.167350683274021,164.867280769157,0.01176,0.31,,,,https://arxiv.org/abs/1302.6530
SFHO_1.5_1.5,Bauswein:2013yna,NoNusSet,SFHO,none,1,1.5,1.5,1.68605050817385,1.68605050817385,0.187226655693801,0.187226655693801,209.498647759862,0.0041,0.27,,,,https://arxiv.org/abs/1302.6530
SFHO_1.5_1.8,Bauswein:2013yna,NoNusSet,SFHO,none,1.2,1.8,1.5,2.08303879563319,1.68605050817385,0.230833749636099,0.187226655693801,109.336114218355,0.00634,0.42,,,,https://arxiv.org/abs/1302.6530
SFHO_1.6_1.6,Bauswein:2013yna,NoNusSet,SFHO,none,1,1.6,1.6,1.81515075272659,1.81515075272659,0.200960441895449,0.200960441895449,131.380366698007,0.00113,0.21,,,,https://arxiv.org/abs/1302.6530
SFHO_1.8_1.8,Bauswein:2013yna,NoNusSet,SFHO,none,1,1.8,1.8,2.08303879563319,2.08303879563319,0.230833749636099,0.230833749636099,49.3936895924308,0.00017,0.29,,,,https://arxiv.org/abs/1302.6530
