,C1,C2,EGW,EOS,JADM,Lambda,M1,M2,MADM,Mb,Mb1,Mb2,Mbi_Mb,Mdisk3D,Mdisk3Dmax,Mej_tot-bern_geoend,Mej_tot-geo,Mg1,Mg2,Mwinddot,R1,R2,T_ave-disk,Ye_ave-bern_geoend,Ye_ave-disk,Ye_ave-geo,comment,err-Mbi_Mb,err-Mdisk3D,err-Mdisk3Dmax,err-Mej_tot-bern_geoend,err-Mej_tot-geo,err-Mwinddot,err-T_ave-disk,err-Ye_ave-bern_geoend,err-Ye_ave-disk,err-Ye_ave-geo,err-s_ave-disk,err-theta_rms-bern_geoend,err-theta_rms-disk,err-theta_rms-geo,err-vel_inf_ave-bern_geoend,err-vel_inf_ave-geo,group,k21,k22,k2T,lam21,lam22,outcome,q,resolution,s_ave-disk,tcoll_gw,tdisk3D,tend,tend_wind,theta_rms-bern_geoend,theta_rms-disk,theta_rms-geo,vel_inf_ave-bern_geoend,vel_inf_ave-geo,viscosity
DD2_M13641364_M0_LK_R04,0.15249487118545277,0.15249487118545277,0.0509116025087,DD2,7.4056,853.8301878550591,1.364,1.364,2.70356,2.9746,1.4873,1.4873,"[0.9742996385865664, 0.9743022382387204, 0.9743038529981852]",0.1112214847379746,0.2789116505746166,0.012535721454534679,0.001208145542969715,1.3522392228811608,1.3522392228811608,1.3018790284228556,8.944563114789652,8.944563114789652,5.739131675635348,0.3001832181478939,0.07595864321083494,0.26883195389352704,R04,2.1262997885050078e-06,0.04044692430720469,0.16275903350808446,0.0013813825650185975,0.00026646882227399185,0.19064889436660776,0.15517025043095772,0.00768792680607819,0.006994425901723429,0.010331043575751788,0.9997540796153699,0.8690998181280137,16.24637489235651,0.7148950804205341,0.0012224567789558634,0.0026119224104806027,DD2_M13641364_M0_LK_R04,0.10069386667914172,0.10069386667914172,159.3798553363389,853.8301878550589,853.8301878550589,"['NS', 'NS', 'NS']",1.0,LR SR HR,7.144498334500073,"[inf, inf, inf]",0.008192102059628352,"[0.12301349113221854, 0.11302397893149065, 0.07444121208441883]",0.07444121593269616,14.884565626949472,43.35873127000832,40.03427412815481,0.16835143872766908,0.15641314945711027,LK
DD2_M14971245_M0,0.16699775943939132,0.1397472900416405,0.042619396913099995,DD2,7.4054199999999994,847.1760492120218,1.4969999999999999,1.246,2.71722,2.994,1.3455,1.6485,"[0.976595715877224, 0.9765947389075612, 0.9765972465720424]",0.26133040580165534,,0.004801700948828978,0.002126483543855806,1.4840928959407642,1.2339061246463139,0.7360427733537588,8.964192124645287,8.916094184214446,5.5641247550032285,0.2644738442656056,0.11088144616973465,0.17588235789641404,R04,1.263980320202584e-06,0.028320639834506164,,0.000899992959999221,0.000816212928075617,0.24014346449741483,0.054576216904237834,0.007817632896541495,0.03648733958669108,0.03142915586127401,0.6227628834076046,2.2317657454523947,19.94483036667244,3.7546338343111265,0.00030827941756744135,0.006990630766719255,DD2_M14971245_M0,0.09306315698532328,0.10690438483991063,158.06720882557883,1409.8347414743116,504.48641678210714,"['NS', 'NS', 'NS']",1.2014446227929374,LR SR HR,6.227628834076045,"[inf, inf, inf]",0.03657360660232321,"[0.03730656489397425, 0.09104501770712084, 0.05518917095586904]",0.037290801387998444,24.5387506271689,29.01499609142031,29.074839482402407,0.15251110427922754,0.16830798121953036,
DD2_M15091235_M0_LK,0.1683083243135378,0.13856961865350229,0.0412759990663,DD2,7.40527,846.9557536429439,1.5090000000000001,1.235,2.71968,2.9975,1.3343,1.6632,"[1.0048324301543254, 0.975795275334771, 0.9757960844104999]",0.20910262510383104,0.2171126365356929,0.0031424963114411266,0.0025321667569174395,1.4959687388602407,1.2244555513030528,0.6268685729046813,8.965688453940745,8.912487542367831,5.2813108595440745,0.2543953463265922,0.13538319228097043,0.1909645644526472,R04,0.01676437559640658,0.03262587577516924,0.024894294797852087,0.00030911053358130785,0.00019004833302325644,0.27951228068285333,0.2522128612296065,0.012623242223881895,0.004361062925606151,0.009889263360671354,0.30658293894629013,1.3960752865023225,0.770195466205796,0.8904339836238365,0.001657080518652314,0.0072934783982862746,DD2_M15091235_M0_LK,0.09232273413724712,0.1074177042740134,157.8272054603734,1471.3840787788529,482.3446006529765,"['NS', 'NS', 'NS']",1.2218623481781377,LR SR HR,6.942720427777333,"[inf, inf, inf]",0.042681970946759074,"[0.04268246352625616, 0.10725372463912704, 0.01981889358991556]",0.019811013280031653,30.13793023533654,17.982378432370762,30.739535720498782,0.15704444234836737,0.17397382322424768,LK
DD2_M11461635_M0_LK,0.18217020144142368,0.12895506128999176,0.027642889712299997,DD2,7.40757,820.1445898580807,1.635,1.146,2.75582,3.049,1.821,1.228,"[0.9081780280371884, 1.0004998192771988]",0.3036549818018641,0.3304077517758641,0.006014175166216308,0.0069695487071145135,1.6222794371411597,1.1342193250244288,0.5096786285166249,8.975123192833102,8.886816760320064,5.299041230207445,0.22738809877264102,0.08510234503795526,0.13612954319565881,R05,0.06528136463710014,0.05076695507175619,0.011860522175765772,0.0002248462775719448,0.006432906284536934,0.06313481820503303,0.15366715261960745,0.12333155558454656,0.038742225884642836,0.052744418101562274,1.202505993320027,0.03366413105293901,50.81369511251461,9.5798555145927,0.00019121798454424014,0.0050688783537795375,DD2_M11461635_M0_LK,0.0843144882102554,0.11138947115912903,154.12147497037174,291.85271611562075,2207.233970832797,"['NS', 'NS']",1.4267015706806283,SR LR,6.830751851559663,"[inf, inf]",0.03665444410835096,"[0.06202031788984429, 0.0376632469183653]",0.037663247880434625,21.73636745405023,34.48766410850488,25.51139731590288,0.15924786275804778,0.13798751263152728,LK
LS220_M13641364_M0_LK,0.15836090315923929,0.15836090315923929,0.0851466789288,LS220,7.39835,715.4200991286563,1.364,1.364,2.70282,2.9824,1.4912,1.4912,"[0.9998946478034964, 0.9924282258456996]",0.07266462637019694,0.10172330264510862,0.0029926594412137963,0.0015893155888402084,1.340903609367969,1.340903609367969,0.2553023749001852,8.613237060339536,8.613237060339536,5.434324107011577,0.29776485719196777,0.2107450296789928,0.245188482612554,,0.005279557597558247,0.03157904680003797,0.012799720514421518,0.0009310429845842799,0.00015530737451605942,0.011414266314648874,0.01862898961583639,0.05099555891400812,0.007195350630132222,0.01791372860919287,0.9468272559329594,4.911649668654647,1.0841675005643796,0.7756042460462325,0.015645655990191628,0.0110070775094503,LS220_M13641364_M0_LK,0.09805997730333403,0.09805997730333403,134.04655084455058,715.4200991286561,715.4200991286561,"['BH', 'BH']",1.0,SR LR,9.468272559329593,"[0.013677947474842848, 0.013713413198632413]",0.016099480726210466,"[0.027055064465581268, 0.027003836197885225]",0.02698807461604809,30.78718191006329,19.400445708110276,35.70287941340071,0.11918473238017963,0.16117824170934572,LK
LS220_M13641364_M0,0.15836090315923929,0.15836090315923929,0.08037564095689999,LS220,7.39835,715.4200991286563,1.364,1.364,2.70282,2.9824,1.4912,1.4912,"[0.9998814199250288, 0.9998946478034678, 0.9998923343759284]",0.07200655558497399,,0.002158069473551285,0.0016352224063874907,1.340903609367969,1.340903609367969,0.19109313211285572,8.613237060339536,8.613237060339536,5.697579235026165,0.2910372962867077,0.11005615483863977,0.21940390592966294,,7.064629660247674e-06,0.005701298734648033,,0.0018939854377649308,0.000555343014185444,0.1650715752125932,2.4874428794540706,0.0015941216650297817,0.10120192244437361,0.0034373452050829533,0.803235163732437,4.016844454243377,49.63533652179911,1.6806843521609343,0.00750742665160127,0.011846327888379034,LS220_M13641364_M0,0.09805997730333403,0.09805997730333403,134.04655084455058,715.4200991286561,715.4200991286561,"['BH', 'BH', 'BH']",1.0,LR SR HR,8.03235163732437,"[0.0334481181695379, 0.016113260508393082, 0.015376361580765425]",0.03463290744861866,"[0.03586238587332364, 0.0371982614693973, 0.027059005101557884]",0.02705112479167398,29.514006404317172,33.76947200433696,34.99420343992521,0.11315690056359184,0.1625310877488193,
LS220_M14001330_M0,0.16276822020787673,0.15413798801249903,0.0890984208525,LS220,7.401669999999999,715.2042283710026,1.4,1.33,2.7041,2.9842,1.4499,1.5343,"[0.9999791568911974, 0.9999796545863144]",0.07271788734942675,,0.0033239962884132404,0.0015634166800698192,1.3759145889632958,1.3071785908578788,0.3006465528579283,8.601187616427907,8.62863215713021,5.207999822956933,0.29354008005594434,0.1901372087402545,0.21065951015318998,,3.5192359219957795e-07,0.036858943674713374,,0.00044913834374249266,0.00022621632218930603,0.027301372817672035,0.5207999822956934,0.010696194048086102,0.01,0.006899890019767095,0.9173834126514827,1.948361971725228,1.818712659565279,2.374912732776765,0.008737402410629239,0.006959253280393117,LS220_M14001330_M0,0.09470268220734084,0.10094796182198616,134.02500775454507,844.0132293014645,603.3524084513011,"['BH', 'BH']",1.0526315789473684,HR SR,9.173834126514826,"[0.01386315736574392, 0.017307273209308492]",0.02225804363415168,"[0.024114083179139, 0.023274727716119256]",0.023274727235084586,29.00306433895149,18.18712659565279,33.283403032333794,0.12456103343504579,0.15606519307284158,
LS220_M14351298_M0,0.16714516828347015,0.15030874131237182,0.0734170594337,LS220,7.40455,717.6371090125364,1.435,1.298,2.70742,2.989,1.4119,1.5771,"[1.0001084555117583, 1.0001101256611888]",0.09472916764207184,,0.004596721193847647,0.0022025678813175206,1.4103970484969588,1.2759231510302842,0.45010132483521326,8.585351372923382,8.635558974594131,5.504173164312911,0.2663015474259375,0.17204678524655573,0.1880783048713837,,1.1809739879245049e-06,0.04786458382103592,,0.0018921691166502944,0.00029996690690078665,0.06859420166063614,0.5504173164312911,0.025507374012233075,0.01,0.0211010653622237,0.8429310968999609,5.259443767860851,1.7631034043786435,4.426007289718093,0.001674959312029562,0.019700428082350948,LS220_M14351298_M0,0.09144959184405127,0.10393512578442084,134.03779979643335,985.3668895176401,514.3930933664914,"['NS', 'BH']",1.105546995377504,HR SR,8.429310968999609,"[inf, 0.0170117255110621]",0.024199418342734057,"[0.02440827204949484, 0.025086061437473217]",0.024400389815472275,24.87373613790797,17.631034043786435,30.24754774932685,0.10928349094581953,0.1767745666701269,
LS220_M14691268_M0_LK,0.17147243864958267,0.14671447796624507,0.043272330997500004,LS220,7.405869999999999,714.6444454349776,1.469,1.268,2.71256,2.9964,1.3769,1.6195,"[1.000111222118831, 1.0001124784869373]",0.1276299343444407,,0.0006828071762673968,0.0034118613902279927,1.4444511078555875,1.2470088972383775,1.015047465038682,8.566974445391871,8.642637165581789,3.7802775160394635,0.21882526162768967,0.13677592893540075,0.21883222068644187,,8.883864075726894e-07,0.06431496717222035,,0.0019312703383260583,1.1470060086743888e-05,1.2416767292393953,0.37802775160394636,0.008772673471420193,0.01,0.0018642950293828579,0.8582719205730331,154.88800005474096,1.512576143695347,0.9977130779518772,0.018115589550818365,0.0010701490064457544,LS220_M14691268_M0_LK,0.0883335655551524,0.10656576382544387,134.11102673244534,1137.5533304702844,432.55435168269236,"['NS', 'BH']",1.1585173501577288,HR SR,8.582719205730331,"[inf, 0.06887443559933829]",0.0954880148873255,"[0.011296327246871041, 0.09578356258557187]",0.011288445493883142,99.85529032111167,15.12576143695347,34.0830049891005,0.10691810195806717,0.16447773246453223,LK
LS220_M14691268_M0,0.17147243864958267,0.14671447796624507,0.07531557181189999,LS220,7.405869999999999,714.6444454349776,1.469,1.268,2.71256,2.9964,1.3769,1.6195,"[1.0001112221188253, 1.0001122232986266, 1.0001124784869315]",,,0.007236741313426639,0.003349130076453262,1.4444511078555875,1.2470088972383775,0.8272333714502111,8.566974445391871,8.642637165581789,,0.2596829596791126,,0.17073700149703896,,6.640711412436332e-07,,,0.0017694489961977086,0.0004699482493051531,0.1998978718896064,,0.014835764338790742,,0.007972034055070455,,2.6426098017894613,,0.6356117494991428,0.0026353237478571787,0.0057635173049833425,LS220_M14691268_M0,0.0883335655551524,0.10656576382544387,134.11102673244534,1137.5533304702844,432.55435168269236,"['BH', 'NS', 'NS']",1.1585173501577288,HR LR SR,,"[0.024053642001279373, inf, inf]",,"[0.02881639479891693, 0.029486302914942083, 0.03610657135566118]",0.028816392874778274,20.067530386301918,,30.01283510559234,0.09714754369073031,0.17233891370717594,
LS220_M11461635_M0_LK,0.19346001680104857,0.13217925569091218,0.0410159745149,LS220,7.412539999999999,710.8115462571183,1.635,1.146,2.7566,3.063,1.2329999999999999,1.83,"[1.0000565680279934, 0.983080129588282]",0.17780326690990478,0.2691894038925292,0.0013753431103481022,0.007293558579775872,1.6099145534976025,1.126693496909853,0.23294985412597163,8.45135872019183,8.670044281984799,4.341042602376121,0.2750536295361098,0.10857034135500124,0.1581157166303312,,0.012004154741115915,0.07212523069008189,0.008555082507249161,0.003890057759141365,0.0002751672360645424,0.004036530480317236,1.16738674294982,0.004632835333293349,0.0891518446789566,0.018129055405587544,0.9640330739141194,713.7590398098948,46.354356701522356,3.4956476274164294,0.2122580298617423,0.007684448435669597,LS220_M11461635_M0_LK,0.0724892748635687,0.11649012149960927,134.7581812910534,2095.8918753995863,192.71836953861407,"['BH', 'BH']",1.4267015706806283,LR SR,9.640330739141193,"[0.01574678136256756, 0.012294784247049743]",0.01958360905763958,"[0.019820047216236692, 0.028481565092844174]",0.019804284191295547,284.9523251209953,35.754161983017674,26.773568969811727,0.18804263384106074,0.17183884406645947,LK
LS220_M10651772_M0_LK,0.21354402293202798,0.12281968685111894,0.0126097968992,LS220,7.4095,707.2284445278191,1.7719999999999998,1.065,2.8106400000000002,3.148,2.01,1.138,"[1.0010866770605389, 0.985309754114394]",0.0684014028012775,0.10904039928996771,0.0011187209425791264,0.01112278503767986,1.7466764434577091,1.0459412480247336,0.38410502963376447,8.298054778915706,8.671248293369976,1.4435504531071381,0.06658551657486735,0.055311579391954524,0.06505274357486024,,0.01115596920147667,0.008145251628442936,0.05339959418131682,0.0031642206590124264,0.0038292013026657245,0.05480861000164129,0.03062033813636842,0.0022667198322115795,0.006113729091295194,0.007467007820641536,0.22630751987614867,124.28712196027888,1.2441646521460052,1.330709584833073,0.0859279072839699,0.009634279949403166,LS220_M10651772_M0_LK,0.05926951919501543,0.1231286902026795,135.15030510198204,95.63830685382813,3222.425706423912,"['PC', 'PC']",1.6638497652582158,SR LR,2.2630751987614866,"[0.002068833887724716, 0.001434391495489136]",0.002010095011686742,"[0.00803926805591306, 0.006841314719021031]",0.006825551694079892,79.03027529565227,7.532440157756511,13.182399935278195,0.12720331508306243,0.14236083096084995,LK
SFHo_M13641364_M0_LK_p2019,0.16912548635898939,0.16912548635898939,0.0628461861865,SFHo,7.404910000000001,413.66553479592596,1.364,1.364,2.70328,3.0062,1.5031,1.5031,"[1.000261163514534, 1.0002592730032116]",3.009525663688617e-05,,0.0021821076503388973,0.004026821168242252,1.3545257066390997,1.3545257066390997,0.3235600060923205,8.065017457538863,8.065017457538863,0.5264005431865794,0.19969509916424172,0.46031940648823855,0.20991388813066122,pz2019,1.3367933759632326e-06,0.0005150476283184431,,0.0002049596018114932,0.0006886797130215424,0.04892282575470381,0.05264005431865794,0.053171974533863325,0.01,0.0021512044161666453,14.298710364090011,0.9028606705984402,2.0864654044288655,1.7930511731837038,0.02350410754553656,0.009657798444717473,SFHo_M13641364_M0_LK_p2019,0.08280896783597519,0.08280896783597519,77.45722939123708,413.66553479592613,413.66553479592613,"['BH', 'BH']",1.0,HR SR,142.9871036409001,"[0.004011567424197643, 0.0059937073204367535]",0.04996592203363287,"[0.011580186985400386, 0.025317243999892502]",0.011572305232412483,35.50173203460216,20.864654044288653,32.48163704819111,0.15895514991479104,0.19209659073231555,LK
